"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
7739,8,"7/14/2023","Friday","whole milk","ice cream","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6015,5,"6/23/2023","Friday","tropical fruit","whole milk","soda","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6137,11.2,"7/29/2023","Saturday","sausage","citrus fruit","tropical fruit","pip fruit","grapes","bottled water","soda","bottled beer","cake bar","","","","","","","","","","","","","","","","","","","","","","",""
5471,7.1,"7/27/2023","Thursday","sausage","berries","rolls/buns","chewing gum","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2170,12.7,"7/28/2023","Friday","citrus fruit","tropical fruit","pip fruit","grapes","onions","other vegetables","sliced cheese","cream cheese ","mayonnaise","ice cream","frozen dessert","margarine","mustard","soups","pickled vegetables","coffee","long life bakery product","chocolate","seasonal products","female sanitary products","hygiene articles","cling film/bags","","","","","","","","","",""
8210,3.5,"6/15/2023","Thursday","hamburger meat","other vegetables","curd","rolls/buns","bottled beer","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","",""
5174,6.6,"7/23/2023","Sunday","meat","yogurt","cream cheese ","brown bread","meat spreads","canned fish","","","","","","","","","","","","","","","","","","","","","","","","","",""
4076,2.2,"6/4/2023","Sunday","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
176,6.3,"7/19/2023","Wednesday","whole milk","cream cheese ","cereals","dog food","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8999,6.6,"5/24/2023","Wednesday","other vegetables","whole milk","pastry","salty snack","candy","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3162,2.5,"5/29/2023","Monday","other vegetables","whole milk","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1043,1.3,"7/23/2023","Sunday","frankfurter","other vegetables","specialty cheese","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8226,1.7,"5/25/2023","Thursday","beef","sugar","soda","long life bakery product","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2076,8.2,"7/21/2023","Friday","berries","dessert","whipped/sour cream","bottled water","soda","fruit/vegetable juice","white wine","","","","","","","","","","","","","","","","","","","","","","","","",""
8886,3.4,"6/19/2023","Monday","whole milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2091,7.1,"7/8/2023","Saturday","sausage","rolls/buns","white wine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9171,6.2,"7/19/2023","Wednesday","beef","citrus fruit","root vegetables","other vegetables","rolls/buns","sugar","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","",""
5912,4.6,"6/15/2023","Thursday","citrus fruit","other vegetables","UHT-milk","rolls/buns","flour","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8681,8.4,"5/24/2023","Wednesday","beef","whole milk","pastry","semi-finished bread","specialty chocolate","chocolate marshmallow","","","","","","","","","","","","","","","","","","","","","","","","","",""
2151,1.7,"6/4/2023","Sunday","soda","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8444,3.5,"7/1/2023","Saturday","chicken","other vegetables","rolls/buns","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4071,2.2,"5/24/2023","Wednesday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6085,5.1,"5/22/2023","Monday","onions","whipped/sour cream","coffee","fruit/vegetable juice","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7672,2.2,"6/5/2023","Monday","frankfurter","frozen potato products","rolls/buns","specialty fat","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5358,6.6,"7/12/2023","Wednesday","sausage","spread cheese","domestic eggs","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6216,7.8,"7/7/2023","Friday","whole milk","yogurt","hard cheese","cream cheese ","margarine","sugar","misc. beverages","detergent","dishes","","","","","","","","","","","","","","","","","","","","","","",""
3702,4.5,"6/24/2023","Saturday","citrus fruit","tropical fruit","other vegetables","salt","misc. beverages","fruit/vegetable juice","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
2073,3.1,"6/19/2023","Monday","cat food","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5474,19.1,"5/21/2023","Sunday","sausage","other vegetables","dessert","yogurt","UHT-milk","cream cheese ","frozen vegetables","rolls/buns","brown bread","pastry","specialty bar","","","","","","","","","","","","","","","","","","","","",""
2658,10,"7/20/2023","Thursday","sausage","pork","beef","hamburger meat","grapes","root vegetables","other vegetables","dessert","rolls/buns","dog food","napkins","","","","","","","","","","","","","","","","","","","","",""
3708,4.9,"6/25/2023","Sunday","pip fruit","onions","other vegetables","rolls/buns","Instant food products","tea","bottled water","salty snack","","","","","","","","","","","","","","","","","","","","","","","",""
4765,1.7,"5/23/2023","Tuesday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3658,3.9,"6/29/2023","Thursday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1988,2.8,"7/5/2023","Wednesday","berries","other vegetables","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9391,2.8,"6/27/2023","Tuesday","pip fruit","root vegetables","packaged fruit/vegetables","whole milk","domestic eggs","flour","salt","","","","","","","","","","","","","","","","","","","","","","","","",""
6962,1.3,"7/25/2023","Tuesday","other vegetables","packaged fruit/vegetables","dessert","frozen vegetables","domestic eggs","flour","salt","sugar","","","","","","","","","","","","","","","","","","","","","","","",""
2244,3.9,"6/30/2023","Friday","liver loaf","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7463,6.3,"7/30/2023","Sunday","whole milk","whipped/sour cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8698,2.2,"5/18/2023","Thursday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8258,5.1,"5/24/2023","Wednesday","beverages","cream cheese ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2869,6.6,"7/14/2023","Friday","whole milk","dessert","yogurt","sliced cheese","rolls/buns","soda","seasonal products","","","","","","","","","","","","","","","","","","","","","","","","",""
5048,2.6,"5/29/2023","Monday","whole milk","sugar","bottled water","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1973,5.8,"5/18/2023","Thursday","pastry","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6430,3.2,"6/15/2023","Thursday","yogurt","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3263,16.6,"5/20/2023","Saturday","sausage","ham","other vegetables","whole milk","curd","cream cheese ","processed cheese","frozen potato products","pastry","","","","","","","","","","","","","","","","","","","","","","",""
7320,3.1,"6/13/2023","Tuesday","salty snack","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4875,8.8,"","Tuesday","citrus fruit","berries","yogurt","bottled water","soda","fruit/vegetable juice","chocolate","specialty bar","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
6588,6.6,"7/16/2023","Sunday","sausage","curd","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6303,1.7,"5/29/2023","Monday","soda","napkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3442,9.8,"7/10/2023","Monday","ham","chicken","citrus fruit","tropical fruit","yogurt","whipped/sour cream","domestic eggs","","","","","","","","","","","","","","","","","","","","","","","","",""
8098,1.2,"7/29/2023","Saturday","whole milk","domestic eggs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9725,3.1,"7/4/2023","Tuesday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2541,1.7,"5/19/2023","Friday","curd","dessert","soda","fruit/vegetable juice","candy","hygiene articles","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
5020,3,"7/3/2023","Monday","root vegetables","dog food","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5333,9.7,"7/18/2023","Tuesday","pip fruit","yogurt","cream cheese ","meat spreads","coffee","specialty chocolate","seasonal products","cookware","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
3046,17.1,"","Thursday","citrus fruit","tropical fruit","other vegetables","whole milk","butter","yogurt","whipped/sour cream","soft cheese","sliced cheese","hard cheese","roll products ","margarine","soda","misc. beverages","fruit/vegetable juice","chocolate","newspapers","","","","","","","","","","","","","","",""
7222,2.2,"6/3/2023","Saturday","rolls/buns","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9128,12.1,"7/27/2023","Thursday","sausage","meat","tropical fruit","cream cheese ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7804,7.6,"7/16/2023","Sunday","pip fruit","berries","other vegetables","butter","yogurt","soda","chocolate","house keeping products","","","","","","","","","","","","","","","","","","","","","","","",""
2324,13.1,"7/14/2023","Friday","frankfurter","whole milk","yogurt","processed cheese","ice cream","frozen dessert","rolls/buns","white bread","brown bread","sugar","coffee","bottled water","soda","bottled beer","candy","","","","","","","","","","","","","","","","",""
3084,6.5,"7/20/2023","Thursday","tropical fruit","other vegetables","butter milk","curd cheese","sugar","fruit/vegetable juice","bottled beer","chocolate","candles","","","","","","","","","","","","","","","","","","","","","","",""
9346,3.2,"6/21/2023","Wednesday","hamburger meat","yogurt","margarine","sauces","canned vegetables","soda","","","","","","","","","","","","","","","","","","","","","","","","","",""
8580,3.9,"6/30/2023","Friday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8179,5.1,"5/23/2023","Tuesday","onions","whipped/sour cream","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4360,8.7,"7/8/2023","Saturday","sausage","citrus fruit","other vegetables","specialty cheese","baking powder","bottled water","detergent","newspapers","","","","","","","","","","","","","","","","","","","","","","","",""
